id,tot_claim_cnt_l180d,disb_active_bank_loan_wo_tbc,day_sinlastloan
2925707.0,-3.0,-3.0,-3.0
2925708.0,-3.0,-3.0,-3.0
2925709.0,,-1.0,385.3464778763426
2925710.0,-3.0,-3.0,-3.0
2925711.0,18.0,1162641874.0,55.34647787634259
2925712.0,,-1.0,-1.0
2925713.0,,-1.0,385.3464778763426
2925714.0,,-1.0,-1.0
2925715.0,-3.0,-3.0,-3.0
2925716.0,,-1.0,385.3464778763426
2925717.0,6.0,1361270216.0,449.3464778763426
2925718.0,-3.0,-3.0,-3.0
2925719.0,6.0,1361270216.0,449.3464778763426
2925720.0,2.0,-1.0,-1.0
2925721.0,-3.0,-3.0,-3.0
2925722.0,2.0,-1.0,-1.0
2925723.0,-3.0,-3.0,-3.0
2925724.0,2.0,-1.0,-1.0
2925725.0,7.0,0.0,32.34647787634259
2925726.0,-3.0,-3.0,-3.0
2925727.0,-3.0,-3.0,-3.0
2925728.0,-3.0,-3.0,-3.0
2925729.0,-3.0,-3.0,-3.0
2925730.0,2.0,-1.0,-1.0
2925731.0,7.0,0.0,32.34647787634259
2925732.0,-3.0,-3.0,-3.0
2925733.0,-3.0,-3.0,-3.0
2925734.0,7.0,0.0,32.34647787634259
2925735.0,,-1.0,-1.0
2925736.0,1.0,-1.0,-1.0
2925737.0,-3.0,-3.0,-3.0
2925738.0,26.0,5816891339.0,84.34647787634259
2925739.0,7.0,0.0,32.34647787634259
2925740.0,2.0,1469998800.0,43.34647787634259
2925741.0,,-1.0,-1.0
2925742.0,-3.0,-3.0,-3.0
2925743.0,-3.0,-3.0,-3.0
2925744.0,1.0,-1.0,-1.0
2925745.0,,-1.0,-1.0
2925746.0,26.0,5816891339.0,84.34647787634259
2925747.0,2.0,1469998800.0,43.34647787634259
2925748.0,-3.0,-3.0,-3.0
2925749.0,,-1.0,-1.0
2925750.0,5.0,707319423.0,251.3464778763426
2925751.0,-3.0,-3.0,-3.0
2925752.0,-3.0,-3.0,-3.0
2925753.0,5.0,707319423.0,251.3464778763426
2925754.0,-3.0,-3.0,-3.0
2925755.0,5.0,707319423.0,251.3464778763426
2925756.0,-3.0,-3.0,-3.0
2925757.0,5.0,707319423.0,251.3464778763426
2925758.0,-3.0,-3.0,-3.0
2925759.0,2.0,-1.0,-1.0
2925760.0,-3.0,-3.0,-3.0
2925761.0,-3.0,-3.0,-3.0
2925762.0,2.0,-1.0,-1.0
2925763.0,-3.0,-3.0,-3.0
2925764.0,3.0,411000000.0,28.346477876342593
2925765.0,3.0,-1.0,-1.0
2925766.0,-3.0,-3.0,-3.0
2925767.0,2.0,-1.0,-1.0
2925768.0,-3.0,-3.0,-3.0
2925769.0,3.0,411000000.0,28.346477876342593
2925770.0,-3.0,-3.0,-3.0
2925771.0,2.0,-1.0,-1.0
2925772.0,3.0,0.0,1728.3464778763425
2925773.0,3.0,-1.0,-1.0
2925774.0,-3.0,-3.0,-3.0
2925775.0,-3.0,-3.0,-3.0
2925776.0,3.0,411000000.0,28.346477876342593
2925777.0,-3.0,-3.0,-3.0
2925778.0,-3.0,-3.0,-3.0
2925779.0,3.0,0.0,1728.3464778763425
2925780.0,-3.0,-3.0,-3.0
2925781.0,3.0,411000000.0,28.346477876342593
2925782.0,-3.0,-3.0,-3.0
2925783.0,3.0,-1.0,-1.0
2925784.0,-3.0,-3.0,-3.0
2925785.0,3.0,0.0,1728.3464778763425
2925786.0,3.0,-1.0,-1.0
2925787.0,3.0,0.0,1728.3464778763425
2925788.0,,196974000.0,327.3464778763426
2925789.0,-3.0,-3.0,-3.0
2925790.0,,196974000.0,327.3464778763426
2925791.0,-3.0,-3.0,-3.0
2925792.0,8.0,-1.0,79.34647787634259
2925793.0,,196974000.0,327.3464778763426
2925794.0,-3.0,-3.0,-3.0
2925795.0,,196974000.0,327.3464778763426
2925796.0,8.0,-1.0,79.34647787634259
2925797.0,-3.0,-3.0,-3.0
2925798.0,-3.0,-3.0,-3.0
2925799.0,-3.0,-3.0,-3.0
2925800.0,8.0,-1.0,79.34647787634259
2925801.0,8.0,-1.0,79.34647787634259
2925802.0,2.0,-1.0,-1.0
2925803.0,-3.0,-3.0,-3.0
2925804.0,-3.0,-3.0,-3.0
2925805.0,-3.0,-3.0,-3.0
2925806.0,2.0,-1.0,-1.0
2925807.0,-3.0,-3.0,-3.0
2925808.0,-3.0,-3.0,-3.0
2925809.0,-3.0,-3.0,-3.0
2925810.0,2.0,-1.0,-1.0
2925811.0,-3.0,-3.0,-3.0
2925812.0,2.0,-1.0,-1.0
2925813.0,-3.0,-3.0,-3.0
2925814.0,-3.0,-3.0,-3.0
2925815.0,-3.0,-3.0,-3.0
2925816.0,-3.0,-3.0,-3.0
2925817.0,4.0,1121317.0,98.34647787634259
2925818.0,-3.0,-3.0,-3.0
2925819.0,,-1.0,-1.0
2925820.0,4.0,1121317.0,98.34647787634259
2925821.0,-3.0,-3.0,-3.0
2925822.0,-3.0,-3.0,-3.0
2925823.0,,-1.0,-1.0
2925824.0,-3.0,-3.0,-3.0
2925825.0,-3.0,-3.0,-3.0
2925826.0,-3.0,-3.0,-3.0
2925827.0,4.0,1121317.0,98.34647787634259
2925828.0,,-1.0,-1.0
2925829.0,-3.0,-3.0,-3.0
2925830.0,4.0,1121317.0,98.34647787634259
2925831.0,,-1.0,-1.0
2925832.0,,-1.0,-1.0
2925833.0,-3.0,-3.0,-3.0
2925834.0,,-1.0,-1.0
2925835.0,,-1.0,-1.0
2925836.0,-3.0,-3.0,-3.0
2925837.0,,-1.0,-1.0
2925838.0,12.0,953687751.0,102.34647787634259
2925839.0,6.0,426275198.0,167.3464778763426
2925840.0,-3.0,-3.0,-3.0
2925841.0,6.0,426275198.0,167.3464778763426
2925842.0,12.0,953687751.0,102.34647787634259
2925843.0,-3.0,-3.0,-3.0
2925844.0,21.0,1148778676.0,82.34647787634259
2925845.0,12.0,953687751.0,102.34647787634259
2925846.0,-3.0,-3.0,-3.0
2925847.0,21.0,1148778676.0,82.34647787634259
2925848.0,12.0,953687751.0,102.34647787634259
2925849.0,-3.0,-3.0,-3.0
2925850.0,-3.0,-3.0,-3.0
2925851.0,21.0,1148778676.0,82.34647787634259
2925852.0,-3.0,-3.0,-3.0
2925853.0,21.0,1148778676.0,82.34647787634259
2925854.0,2.0,250000000.0,112.34647787634259
2925855.0,-3.0,-3.0,-3.0
2925856.0,2.0,250000000.0,112.34647787634259
2925857.0,-3.0,-3.0,-3.0
2925858.0,2.0,250000000.0,112.34647787634259
2925859.0,-3.0,-3.0,-3.0
2925860.0,2.0,250000000.0,112.34647787634259
2925861.0,-3.0,-3.0,-3.0
2925862.0,-3.0,-3.0,-3.0
2925863.0,-3.0,-3.0,-3.0
2925864.0,-3.0,-3.0,-3.0
2925865.0,-3.0,-3.0,-3.0
2925866.0,-3.0,-3.0,-3.0
2925867.0,-3.0,-3.0,-3.0
2925868.0,-3.0,-3.0,-3.0
2925869.0,5.0,32700000000.0,41.34647787634259
2925870.0,-3.0,-3.0,-3.0
2925871.0,-3.0,-3.0,-3.0
2925872.0,5.0,32700000000.0,41.34647787634259
2925873.0,-3.0,-3.0,-3.0
2925874.0,7.0,0.0,398.3464778763426
2925875.0,9.0,0.0,29.346477876342593
2925876.0,2.0,-1.0,215.3464778763426
2925877.0,-3.0,-3.0,-3.0
2925878.0,-3.0,-3.0,-3.0
2925879.0,7.0,0.0,398.3464778763426
2925880.0,,-1.0,-1.0
2925881.0,9.0,0.0,29.346477876342593
2925882.0,2.0,-1.0,215.3464778763426
2925883.0,-3.0,-3.0,-3.0
2925884.0,-3.0,-3.0,-3.0
2925885.0,-3.0,-3.0,-3.0
2925886.0,-3.0,-3.0,-3.0
2925887.0,9.0,0.0,29.346477876342593
2925888.0,,-1.0,-1.0
2925889.0,-3.0,-3.0,-3.0
2925890.0,9.0,0.0,29.346477876342593
2925891.0,-3.0,-3.0,-3.0
2925892.0,,-1.0,-1.0
2925893.0,11.0,-1.0,32.34647787634259
2925894.0,,-1.0,-1.0
2925895.0,-3.0,-3.0,-3.0
2925896.0,-3.0,-3.0,-3.0
2925897.0,11.0,-1.0,32.34647787634259
2925898.0,-3.0,-3.0,-3.0
2925899.0,3.0,411000000.0,28.346477876342593
2925900.0,1.0,1483485809.0,322.3464778763426
2925901.0,11.0,-1.0,32.34647787634259
2925902.0,3.0,411000000.0,28.346477876342593
2925903.0,11.0,-1.0,32.34647787634259
2925904.0,1.0,1483485809.0,322.3464778763426
2925905.0,-3.0,-3.0,-3.0
2925906.0,-3.0,-3.0,-3.0
2925907.0,2.0,0.0,1358.3464778763425
2925908.0,-3.0,-3.0,-3.0
2925909.0,-3.0,-3.0,-3.0
2925910.0,-3.0,-3.0,-3.0
2925911.0,2.0,0.0,1358.3464778763425
2925912.0,-3.0,-3.0,-3.0
2925913.0,-3.0,-3.0,-3.0
2925914.0,-3.0,-3.0,-3.0
2925915.0,-3.0,-3.0,-3.0
2925916.0,-3.0,-3.0,-3.0
2925917.0,2.0,0.0,1358.3464778763425
2925918.0,-3.0,-3.0,-3.0
2925919.0,6.0,-1.0,150.3464778763426
2925920.0,-3.0,-3.0,-3.0
2925921.0,2.0,0.0,1358.3464778763425
2925922.0,-3.0,-3.0,-3.0
2925923.0,-3.0,-3.0,-3.0
2925924.0,,0.0,1385.3464778763425
2925925.0,6.0,-1.0,150.3464778763426
2925926.0,-3.0,-3.0,-3.0
2925927.0,-3.0,-3.0,-3.0
2925928.0,2.0,3281945205.0,179.3464778763426
2925929.0,,0.0,223.3464778763426
2925930.0,-3.0,-3.0,-3.0
2925931.0,-3.0,-3.0,-3.0
2925932.0,-3.0,-3.0,-3.0
2925933.0,-3.0,-3.0,-3.0
2925934.0,,0.0,1385.3464778763425
2925935.0,6.0,491809096.0,146.3464778763426
2925936.0,-3.0,-3.0,-3.0
2925937.0,,0.0,223.3464778763426
2925938.0,-3.0,-3.0,-3.0
2925939.0,2.0,3281945205.0,179.3464778763426
2925940.0,-3.0,-3.0,-3.0
2925941.0,-3.0,-3.0,-3.0
2925942.0,-3.0,-3.0,-3.0
2925943.0,,0.0,1385.3464778763425
2925944.0,6.0,491809096.0,146.3464778763426
2925945.0,,0.0,1385.3464778763425
2925946.0,-3.0,-3.0,-3.0
2925947.0,2.0,3281945205.0,179.3464778763426
2925948.0,1.0,-1.0,-1.0
2925949.0,2.0,3281945205.0,179.3464778763426
2925950.0,-3.0,-3.0,-3.0
2925951.0,1.0,-1.0,-1.0
2925952.0,-3.0,-3.0,-3.0
2925953.0,61.0,3319227081.0,99.34647787634259
2925954.0,61.0,3319227081.0,99.34647787634259
2925955.0,1.0,-1.0,-1.0
2925956.0,1.0,-1.0,-1.0
2925957.0,-3.0,-3.0,-3.0
2925958.0,-3.0,-3.0,-3.0
2925959.0,-3.0,-3.0,-3.0
2925960.0,8.0,4681739639.0,116.34647787634259
2925961.0,5.0,1992205715.0,196.3464778763426
2925962.0,5.0,10435758829.0,200.3464778763426
2925963.0,-3.0,-3.0,-3.0
2925964.0,-3.0,-3.0,-3.0
2925965.0,8.0,4681739639.0,116.34647787634259
2925966.0,5.0,1992205715.0,196.3464778763426
2925967.0,5.0,10435758829.0,200.3464778763426
2925968.0,-3.0,-3.0,-3.0
2925969.0,-3.0,-3.0,-3.0
2925970.0,-3.0,-3.0,-3.0
2925971.0,5.0,10435758829.0,200.3464778763426
2925972.0,5.0,1992205715.0,196.3464778763426
2925973.0,5.0,10435758829.0,200.3464778763426
2925974.0,5.0,1992205715.0,196.3464778763426
2925975.0,,-1.0,-1.0
2925976.0,-3.0,-3.0,-3.0
2925977.0,,-1.0,-1.0
2925978.0,-3.0,-3.0,-3.0
2925979.0,-3.0,-3.0,-3.0
2925980.0,,-1.0,-1.0
2925981.0,,-1.0,-1.0
2925982.0,3.0,0.0,1020.3464778763426
2925983.0,-3.0,-3.0,-3.0
2925984.0,3.0,0.0,1020.3464778763426
2925985.0,-3.0,-3.0,-3.0
2925986.0,3.0,0.0,1020.3464778763426
2925987.0,-3.0,-3.0,-3.0
2925988.0,3.0,0.0,1020.3464778763426
2925989.0,-3.0,-3.0,-3.0
2925990.0,-3.0,-3.0,-3.0
2925991.0,4.0,12181990300.0,123.34647787634259
2925992.0,-3.0,-3.0,-3.0
2925993.0,-3.0,-3.0,-3.0
2925994.0,-3.0,-3.0,-3.0
2925995.0,4.0,12181990300.0,123.34647787634259
2925996.0,-3.0,-3.0,-3.0
2925997.0,2.0,1494204.0,1051.3464778763425
2925998.0,4.0,12181990300.0,123.34647787634259
2925999.0,2.0,1494204.0,1051.3464778763425
2926000.0,4.0,12181990300.0,123.34647787634259
2926001.0,-3.0,-3.0,-3.0
2926002.0,-3.0,-3.0,-3.0
2926003.0,-3.0,-3.0,-3.0
2926004.0,-3.0,-3.0,-3.0
2926005.0,-3.0,-3.0,-3.0
2926006.0,-3.0,-3.0,-3.0
2926007.0,-3.0,-3.0,-3.0
2926008.0,2.0,-1.0,-1.0
2926009.0,-3.0,-3.0,-3.0
2926010.0,2.0,-1.0,-1.0
2926011.0,-3.0,-3.0,-3.0
2926012.0,-3.0,-3.0,-3.0
2926013.0,2.0,-1.0,-1.0
2926014.0,2.0,-1.0,-1.0
2926015.0,-3.0,-3.0,-3.0
2926016.0,2.0,-1.0,215.3464778763426
2926017.0,-3.0,-3.0,-3.0
2926018.0,2.0,-1.0,215.3464778763426
2926019.0,29.0,-1.0,406.3464778763426
2926020.0,29.0,-1.0,406.3464778763426
2926021.0,5.0,-1.0,175.3464778763426
2926022.0,-3.0,-3.0,-3.0
2926023.0,5.0,-1.0,175.3464778763426
2926024.0,6.0,2655000001.0,96.34647787634259
2926025.0,-3.0,-3.0,-3.0
2926026.0,6.0,2655000001.0,96.34647787634259
2926027.0,-3.0,-3.0,-3.0
2926028.0,1.0,-1.0,-1.0
2926029.0,1.0,-1.0,-1.0
2926030.0,2.0,250000000.0,112.34647787634259
2926031.0,-3.0,-3.0,-3.0
2926032.0,2.0,250000000.0,112.34647787634259
2926033.0,-3.0,-3.0,-3.0
2926034.0,-3.0,-3.0,-3.0
2926035.0,-3.0,-3.0,-3.0
2926036.0,-3.0,-3.0,-3.0
2926037.0,10.0,0.0,36.34647787634259
2926038.0,-3.0,-3.0,-3.0
2926039.0,10.0,0.0,36.34647787634259
2926040.0,-3.0,-3.0,-3.0
2926041.0,2.0,0.0,41.34647787634259
2926042.0,-3.0,-3.0,-3.0
2926043.0,47.0,1046032985.0,76.34647787634259
2926044.0,2.0,0.0,1090.3464778763425
2926045.0,10.0,0.0,36.34647787634259
2926046.0,-3.0,-3.0,-3.0
2926047.0,-3.0,-3.0,-3.0
2926048.0,2.0,0.0,41.34647787634259
2926049.0,-3.0,-3.0,-3.0
2926050.0,-3.0,-3.0,-3.0
2926051.0,47.0,1046032985.0,76.34647787634259
2926052.0,2.0,0.0,1090.3464778763425
2926053.0,10.0,0.0,36.34647787634259
2926054.0,-3.0,-3.0,-3.0
2926055.0,-3.0,-3.0,-3.0
2926056.0,2.0,0.0,41.34647787634259
2926057.0,-3.0,-3.0,-3.0
2926058.0,47.0,1046032985.0,76.34647787634259
2926059.0,-3.0,-3.0,-3.0
2926060.0,2.0,0.0,41.34647787634259
2926061.0,-3.0,-3.0,-3.0
2926062.0,-3.0,-3.0,-3.0
2926063.0,47.0,1046032985.0,76.34647787634259
2926064.0,-3.0,-3.0,-3.0
2926065.0,-3.0,-3.0,-3.0
2926066.0,,7269311925.0,1585.3464778763425
2926067.0,-3.0,-3.0,-3.0
2926068.0,-3.0,-3.0,-3.0
2926069.0,20.0,3314651254.0,43.34647787634259
2926070.0,,7269311925.0,1585.3464778763425
2926071.0,20.0,3314651254.0,43.34647787634259
2926072.0,,-1.0,-1.0
2926073.0,-3.0,-3.0,-3.0
2926074.0,-3.0,-3.0,-3.0
2926075.0,2.0,967499164.0,200.3464778763426
2926076.0,,-1.0,-1.0
2926077.0,-3.0,-3.0,-3.0
2926078.0,-3.0,-3.0,-3.0
2926079.0,,-1.0,-1.0
2926080.0,-3.0,-3.0,-3.0
2926081.0,2.0,967499164.0,200.3464778763426
2926082.0,-3.0,-3.0,-3.0
2926083.0,-3.0,-3.0,-3.0
2926084.0,,-1.0,-1.0
2926085.0,-3.0,-3.0,-3.0
2926086.0,-3.0,-3.0,-3.0
2926087.0,-3.0,-3.0,-3.0
2926088.0,3.0,259607921.0,295.3464778763426
2926089.0,3.0,259607921.0,295.3464778763426
2926090.0,,297334099.0,285.3464778763426
2926091.0,-3.0,-3.0,-3.0
2926092.0,,297334099.0,285.3464778763426
2926093.0,-3.0,-3.0,-3.0
2926094.0,,297334099.0,285.3464778763426
2926095.0,-3.0,-3.0,-3.0
2926096.0,,297334099.0,285.3464778763426
2926097.0,-3.0,-3.0,-3.0
2926098.0,-3.0,-3.0,-3.0
2926099.0,-3.0,-3.0,-3.0
2926100.0,-3.0,-3.0,-3.0
2926101.0,1.0,2845763433.0,174.3464778763426
2926102.0,1.0,2845763433.0,174.3464778763426
2926103.0,-3.0,-3.0,-3.0
2926104.0,26.0,737240233.0,36.34647787634259
2926105.0,2.0,-1.0,-1.0
2926106.0,-3.0,-3.0,-3.0
2926107.0,2.0,-1.0,-1.0
2926108.0,-3.0,-3.0,-3.0
2926109.0,26.0,737240233.0,36.34647787634259
2926110.0,-3.0,-3.0,-3.0
2926111.0,,297334099.0,285.3464778763426
2926112.0,-3.0,-3.0,-3.0
2926113.0,2.0,-1.0,-1.0
2926114.0,,297334099.0,285.3464778763426
2926115.0,1.0,18187711912.0,845.3464778763426
2926116.0,-3.0,-3.0,-3.0
2926117.0,2.0,0.0,41.34647787634259
2926118.0,-3.0,-3.0,-3.0
2926119.0,-3.0,-3.0,-3.0
2926120.0,2.0,-1.0,-1.0
2926121.0,-3.0,-3.0,-3.0
2926122.0,-3.0,-3.0,-3.0
2926123.0,2.0,0.0,41.34647787634259
2926124.0,1.0,18187711912.0,845.3464778763426
2926125.0,-3.0,-3.0,-3.0
2926126.0,-3.0,-3.0,-3.0
2926127.0,-3.0,-3.0,-3.0
2926128.0,-3.0,-3.0,-3.0
2926129.0,1.0,18187711912.0,845.3464778763426
2926130.0,-3.0,-3.0,-3.0
2926131.0,-3.0,-3.0,-3.0
2926132.0,-3.0,-3.0,-3.0
2926133.0,1.0,18187711912.0,845.3464778763426
2926134.0,,0.0,1387.3464778763425
2926135.0,-3.0,-3.0,-3.0
2926136.0,-3.0,-3.0,-3.0
2926137.0,-3.0,-3.0,-3.0
2926138.0,47.0,1046032985.0,76.34647787634259
2926139.0,,0.0,1387.3464778763425
2926140.0,-3.0,-3.0,-3.0
2926141.0,47.0,1046032985.0,76.34647787634259
2926142.0,-3.0,-3.0,-3.0
2926143.0,-3.0,-3.0,-3.0
2926144.0,,0.0,1667.3464778763425
2926145.0,-3.0,-3.0,-3.0
2926146.0,,0.0,1387.3464778763425
2926147.0,-3.0,-3.0,-3.0
2926148.0,-3.0,-3.0,-3.0
2926149.0,-3.0,-3.0,-3.0
2926150.0,-3.0,-3.0,-3.0
2926151.0,,0.0,1387.3464778763425
2926152.0,,0.0,1667.3464778763425
2926153.0,-3.0,-3.0,-3.0
2926154.0,-3.0,-3.0,-3.0
2926155.0,,505555560.0,337.3464778763426
2926156.0,,0.0,1667.3464778763425
2926157.0,-3.0,-3.0,-3.0
2926158.0,-3.0,-3.0,-3.0
2926159.0,3.0,-1.0,-1.0
2926160.0,,0.0,1667.3464778763425
2926161.0,,505555560.0,337.3464778763426
2926162.0,-3.0,-3.0,-3.0
2926163.0,-3.0,-3.0,-3.0
2926164.0,-3.0,-3.0,-3.0
2926165.0,-3.0,-3.0,-3.0
2926166.0,,505555560.0,337.3464778763426
2926167.0,3.0,-1.0,-1.0
2926168.0,-3.0,-3.0,-3.0
2926169.0,-3.0,-3.0,-3.0
2926170.0,,505555560.0,337.3464778763426
2926171.0,-3.0,-3.0,-3.0
2926172.0,3.0,-1.0,-1.0
2926173.0,,-1.0,-1.0
2926174.0,-3.0,-3.0,-3.0
2926175.0,3.0,-1.0,-1.0
2926176.0,-3.0,-3.0,-3.0
2926177.0,,-1.0,-1.0
2926178.0,-3.0,-3.0,-3.0
2926179.0,-3.0,-3.0,-3.0
2926180.0,,-1.0,-1.0
2926181.0,-3.0,-3.0,-3.0
2926182.0,,0.0,1387.3464778763425
2926183.0,,-1.0,-1.0
2926184.0,2.0,1766563873.0,183.3464778763426
2926185.0,,0.0,1387.3464778763425
2926186.0,2.0,1766563873.0,183.3464778763426
2926187.0,-3.0,-3.0,-3.0
2926188.0,-3.0,-3.0,-3.0
2926189.0,2.0,-1.0,-1.0
2926190.0,-3.0,-3.0,-3.0
2926191.0,2.0,-1.0,-1.0
2926192.0,-3.0,-3.0,-3.0
2926193.0,13.0,1930703189.0,77.34647787634259
2926194.0,13.0,1930703189.0,77.34647787634259
2926195.0,2.0,-1.0,-1.0
2926196.0,2.0,-1.0,-1.0
2926197.0,-3.0,-3.0,-3.0
2926198.0,-3.0,-3.0,-3.0
2926199.0,,217320883.0,757.3464778763426
2926200.0,-3.0,-3.0,-3.0
2926201.0,,217320883.0,757.3464778763426
2926202.0,-3.0,-3.0,-3.0
2926203.0,-3.0,-3.0,-3.0
2926204.0,-3.0,-3.0,-3.0
2926205.0,,217320883.0,757.3464778763426
2926206.0,-3.0,-3.0,-3.0
2926207.0,-3.0,-3.0,-3.0
2926208.0,-3.0,-3.0,-3.0
2926209.0,-3.0,-3.0,-3.0
